candidate_key,display_name,candidate_type,canonical_entity_id,mention_count,distinct_content_count,distinct_source_count,speaker_count,triage_score,review_priority,signal_types,sample_content_id,sample_snippet,batch_id,source_label
amsterdam um the jacobite,Amsterdam. Um the Jacobite,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tUE5vpNZDtU,Civil War was financed out of Amsterdam. Um the Jacobite war was financed uh also,20260920T071212Z_REBUILD,rebuild_all
anagdon,Anagdon,named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,">> So if if they're not frightened of Anagdon, in fact, welcome it. You know,",20260920T071212Z_REBUILD,rebuild_all
anderil industries andreel,Anderil Industries. Andreel,organization,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"US defense company, Anderil Industries. Andreel itself works closely with",20260920T071212Z_REBUILD,rebuild_all
assassinating,Assassinating,named_entity,,1,1,1,0,15,LOW,proper_case,INWRgXjwPXk,"to place bets on, I don't know, Assassinating you. the assassination of",20260920T071212Z_REBUILD,rebuild_all
atlantic so,Atlantic. So,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,to the Atlantic. So we are in and we've had a tanker war,20260920T071212Z_REBUILD,rebuild_all
atm and and,ATM and and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,SAT9VaizQiY,"because you have to go to the ATM and and whatnot. Now, we've already listen",20260920T071212Z_REBUILD,rebuild_all
bahrain and the uae speaking of,Bahrain and the UAE. Speaking of,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"hit [music] Amazon hubs in Bahrain and the UAE. Speaking of the UAE, Edge",20260920T071212Z_REBUILD,rebuild_all
blackrock and wall street and,BlackRock and Wall Street and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,p0jPh9KrCgc,"their stock, it's BlackRock and Wall Street and",20260920T071212Z_REBUILD,rebuild_all
bloomberg news uh,Bloomberg News. Uh,organization,,1,1,1,0,15,LOW,proper_case,ZW6Lf7iQV3Q,viewed by Bloomberg News. Uh get this. Here's where you see the,20260920T071212Z_REBUILD,rebuild_all
bolshevik revolution and zionism,Bolshevik Revolution. And Zionism,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,"Uh and to Russia, the Bolshevik Revolution. And Zionism into England,",20260920T071212Z_REBUILD,rebuild_all
britain by the,Britain. By the,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,"of Britain. By the following year, they'd crashed",20260920T071212Z_REBUILD,rebuild_all
burlington northern railroad that s,Burlington Northern Railroad. That's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,raxt96y9XFQ,>> Google is the same as the Burlington Northern Railroad. That's what you're,20260920T071212Z_REBUILD,rebuild_all
cardinal archbishop of warsaw,Cardinal Archbishop of Warsaw,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,RRdQPuFQCik,"Cardinal Wyszynski, Cardinal Archbishop of Warsaw,",20260920T071212Z_REBUILD,rebuild_all
caribbean,Caribbean,named_entity,,1,1,1,0,15,LOW,proper_case,tUE5vpNZDtU,"to the Americans um through um the Caribbean, through St. Nevis's. So they",20260920T071212Z_REBUILD,rebuild_all
catherine the great s pale of settlement,Catherine the Great's Pale of Settlement,named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,the consequence of Catherine the Great's Pale of Settlement.,20260920T071212Z_REBUILD,rebuild_all
catherine s,Catherine's,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,with Katherine. I'm going to use Catherine's frame because she publishes,20260920T071212Z_REBUILD,rebuild_all
celer report catharsis,Celer Report. Catharsis,product,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,for joining us on the Celer Report. Catharsis ahead. Get ready. Get ready.,20260920T071212Z_REBUILD,rebuild_all
cellebrite here s the,Cellebrite. Here's the,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mD_aE7ZCMoo,"Paragon, and Cellebrite. Here's the deal. The Rothschilds do not",20260920T071212Z_REBUILD,rebuild_all
ceo of open teams,CEO of Open Teams,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"works for you. He is the CEO of Open Teams, one of, if not the father of",20260920T071212Z_REBUILD,rebuild_all
china but,China. But,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,eRQbIpPkxVE,you have deflation coming from China. But they will figure it out a way for,20260920T071212Z_REBUILD,rebuild_all
china cuz,China. Cuz,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,YItOkNjS4OY,China. Cuz they can control the US can control,20260920T071212Z_REBUILD,rebuild_all
chinese and russian,Chinese and Russian,product,,1,1,1,0,15,LOW,proper_case,MaTz-usR3uo,competition between the Chinese and Russian payment system and the Swift,20260920T071212Z_REBUILD,rebuild_all
claude and,Claude and,product,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,">> if [clears throat] you're using Claude and you've got a subscription,",20260920T071212Z_REBUILD,rebuild_all
clipper chip,Clipper Chip,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,>> I didn't. He was the guy who had Clipper Chip.,20260920T071212Z_REBUILD,rebuild_all
community wizard,Community Wizard,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,We had another tool called Community Wizard where you could map out all the,20260920T071212Z_REBUILD,rebuild_all
concessions,Concessions,named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,not based in South Dakota. Denny Sanford Premier Center Concessions is operated,20260920T071212Z_REBUILD,rebuild_all
congress thomas massie,Congress Thomas Massie,event,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,have one campaign between Congress Thomas Massie in his primary. He's been,20260920T071212Z_REBUILD,rebuild_all
constitution of the united states,Constitution of the United States,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v-BQUZFqnRc,oath to defend the Constitution of the United States,20260920T071212Z_REBUILD,rebuild_all
democrats uh,Democrats. Uh,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"people of the five that are Democrats. Uh, and the five of us though worked as",20260920T071212Z_REBUILD,rebuild_all
denny sanford premier center concessions,Denny Sanford Premier Center Concessions,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"don't take cash. Okay, next one. Denny Sanford Premier Center Concessions.",20260920T071212Z_REBUILD,rebuild_all
dna and,DNA. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,Xu8_onfDCsQ,"transmuted into their DNA. And when you don't have that, it's like",20260920T071212Z_REBUILD,rebuild_all
dr joseph,Dr. Joseph,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tK4hyAbE3rw,"So many, many years ago Dr. Joseph",20260920T071212Z_REBUILD,rebuild_all
dr joseph farrell,Dr. Joseph Farrell,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tK4hyAbE3rw,"So many, many years ago Dr. Joseph Farrell said, uh",20260920T071212Z_REBUILD,rebuild_all
dr wood,Dr. Wood,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,m50hk1fyOYs,"truth community researchers, be it Dr. Wood or the national NIST",20260920T071212Z_REBUILD,rebuild_all
dutch,Dutch,named_entity,,1,1,1,0,15,LOW,proper_case,eyItREqSFvA,I like doing research. I want I want the Dutch culture to stay and if all the,20260920T071212Z_REBUILD,rebuild_all
dylan reed and,Dylan Reed. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tK4hyAbE3rw,drove for Dylan Reed. And so I had all these drivers who were,20260920T071212Z_REBUILD,rebuild_all
eastern europe for poland,Eastern Europe. For Poland,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,XBdxRddutME,"Eastern Europe. For Poland, for Hungary, Romania, and so",20260920T071212Z_REBUILD,rebuild_all
ed you,Ed. You,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v5Hdh0OeemA,"let me start with you, Ed. You know, what",20260920T071212Z_REBUILD,rebuild_all
edge group,Edge Group,organization,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"the UAE. Speaking of the UAE, Edge Group, [music] a state-owned defense",20260920T071212Z_REBUILD,rebuild_all
elaine,Elaine,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"have to meet Marlo Oaks and his wife Elaine.""",20260920T071212Z_REBUILD,rebuild_all
elza,Elza,named_entity,,1,1,1,0,15,LOW,proper_case,SR4Myof7g0Q,"I don't know how else to put it, uh Elza, other than they came up with a a",20260920T071212Z_REBUILD,rebuild_all
emails i,Emails I,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,87SJi_DDbt4,They wake up. Emails I don't think they'd get you very far.,20260920T071212Z_REBUILD,rebuild_all
emirates,Emirates,named_entity,,1,1,1,0,15,LOW,proper_case,LTWifAkVVDg,like we got to get out of the this the Emirates was it.,20260920T071212Z_REBUILD,rebuild_all
english channel france,English Channel. France,media_show,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,sailing through the English Channel. France has been seizing Russian,20260920T071212Z_REBUILD,rebuild_all
english civil war,English Civil War,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tUE5vpNZDtU,wars going back in fact to the English Civil War was financed out of Amsterdam.,20260920T071212Z_REBUILD,rebuild_all
europe and asia and,Europe and Asia and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,wnz7NM7h9R4,to raise the price of energy to Europe and Asia and keep it low in the United,20260920T071212Z_REBUILD,rebuild_all
europe and the united states,Europe and the United States,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,qy-4MKNeDzU,"thinking, especially in Europe and the United States, we are used to",20260920T071212Z_REBUILD,rebuild_all
europe everything,Europe. Everything,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,heady moment in Europe. Everything was being challenged.,20260920T071212Z_REBUILD,rebuild_all
fetter,Fetter,named_entity,,1,1,1,0,15,LOW,proper_case,v4d389XfJbA,"Later, Fetter discovered that the car they were",20260920T071212Z_REBUILD,rebuild_all
first,First,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"[music] First, data collection, surveillance",20260920T071212Z_REBUILD,rebuild_all
first dakota national bank,First Dakota National Bank,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,transactions on your First Dakota National Bank debit card in March. valid,20260920T071212Z_REBUILD,rebuild_all
flagstaff and phoenix,Flagstaff and Phoenix,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,9Td1lcX-Cno,internet cable between Flagstaff and Phoenix.,20260920T071212Z_REBUILD,rebuild_all
flock but,Flock. But,organization,,1,1,1,0,15,LOW,proper_case,v4d389XfJbA,"at least according to Flock. But, when Feder got the company on on",20260920T071212Z_REBUILD,rebuild_all
florence,Florence,named_entity,,1,1,1,0,15,LOW,proper_case,sjqzf9ER_mA,I always recommend Florence,20260920T071212Z_REBUILD,rebuild_all
florence nightingale s,Florence Nightingale's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,sjqzf9ER_mA,I always recommend Florence Nightingale's books because there's just,20260920T071212Z_REBUILD,rebuild_all
foreign relations,Foreign Relations,organization,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,"Affairs, the Council on Foreign Relations, the CFR, and the RIIA, and",20260920T071212Z_REBUILD,rebuild_all
fourth amendment,Fourth Amendment,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,-YPhdbbhvv4,Geofence warrant warrants trigger Fourth Amendment protections. Geofence warrants,20260920T071212Z_REBUILD,rebuild_all
frank anyway,Frank. Anyway,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"our way, Frank. Anyway, who find you? I didn't see any",20260920T071212Z_REBUILD,rebuild_all
gdp and,GDP. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,r8zJxgGRapQ,GDP. And inflation is a question of policy.,20260920T071212Z_REBUILD,rebuild_all
general jaruzelski,General Jaruzelski,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,RRdQPuFQCik,happened as a result was you had General Jaruzelski there in Warsaw with all of,20260920T071212Z_REBUILD,rebuild_all
geofence,Geofence,named_entity,,1,1,1,0,15,LOW,proper_case,-YPhdbbhvv4,Supreme Court 6-3 ruling Geofence warrant warrants trigger Fourth,20260920T071212Z_REBUILD,rebuild_all
germany and,Germany and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"communicate with our grandma in Germany and so forth. So, how do I know they're",20260920T071212Z_REBUILD,rebuild_all
glint and mastercard,Glint and Mastercard,organization,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"company. Okay, so the Glint and Mastercard are funding the push for",20260920T071212Z_REBUILD,rebuild_all
google manuel luchas,Google Manuel Luchas,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"on the on his website. If you Google Manuel Luchas, you can check it out. I",20260920T071212Z_REBUILD,rebuild_all
greo,Greo,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,>> I think it was me who suggested that Greo be called the benevolent dictator,20260920T071212Z_REBUILD,rebuild_all
gulf financial center we ve,Gulf Financial Center. We've,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,brings us to the Gulf Financial Center. We've seen an enormous growth of the,20260920T071212Z_REBUILD,rebuild_all
hamilton and,Hamilton and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"front page of wire, he came to Hamilton and we spent a whole day with a firm and",20260920T071212Z_REBUILD,rebuild_all
hebrew university,Hebrew University,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,number of years and was at the Hebrew University briefly. So um so she knows,20260920T071212Z_REBUILD,rebuild_all
here s here s the,Here's Here's the,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v-BQUZFqnRc,proactive legislation through. Here's Here's the question.,20260920T071212Z_REBUILD,rebuild_all
hermes trismegistus,Hermes Trismegistus,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,2FCT_uA2z5k,thought to be the original teachings of Hermes Trismegistus,20260920T071212Z_REBUILD,rebuild_all
hezbollah,Hezbollah,named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,"Lebanon, you are being defeated. the the Hezbollah using new drones um fiber",20260920T071212Z_REBUILD,rebuild_all
holland,Holland,named_entity,,1,1,1,0,15,LOW,proper_case,SOADMgNpZr0,"like that happen. I don't know about Holland, but I in this country we're",20260920T071212Z_REBUILD,rebuild_all
homos if,Homos. If,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,to Beijing passes through Homos. If you do not settle the Homus issue,20260920T071212Z_REBUILD,rebuild_all
hope,Hope,named_entity,,1,1,1,0,15,LOW,proper_case,WET6BjpHGkc,as Hope everyone's seated.,20260920T071212Z_REBUILD,rebuild_all
hormuz for the uae it,Hormuz for the UAE. It,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,has to come through Hormuz for the UAE. It is that serious that all their,20260920T071212Z_REBUILD,rebuild_all
house always wins,House Always Wins,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MaTz-usR3uo,but they wrote one called The House Always Wins.,20260920T071212Z_REBUILD,rebuild_all
i ve i,I've I,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,eRQbIpPkxVE,"When I saw this chart, you know, I've I know that the medical industry is a",20260920T071212Z_REBUILD,rebuild_all
in the chinese,In the Chinese,product,,1,1,1,0,15,LOW,proper_case,xIZYuhJjYAQ,"living down there in the belly. In the Chinese system, the Dai Mai, the eight",20260920T071212Z_REBUILD,rebuild_all
india and i,India and I,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,vessels from Pakistan and from India and I think even from Malaysia have been,20260920T071212Z_REBUILD,rebuild_all
investment screen company,Investment Screen Company,organization,,1,1,1,0,15,LOW,proper_case,OnEOcaUnBg0,"We call at the Investment Screen Company, we call it a Paul O'Neill",20260920T071212Z_REBUILD,rebuild_all
iran for,Iran for,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,LTWifAkVVDg,it had to have been pretty bad in Iran for them This is a,20260920T071212Z_REBUILD,rebuild_all
iran and i,Iran. And I,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,repeat has just been destroyed in Iran. And I think what we will see also um is,20260920T071212Z_REBUILD,rebuild_all
iran it s,Iran. It's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MztMjj6LxXk,"uh trading with Iran. It's about sanctions. So, let's just cut",20260920T071212Z_REBUILD,rebuild_all
iran traders,Iran. Traders,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,INWRgXjwPXk,"was having productive talks with Iran. Traders made a windfall there, too.",20260920T071212Z_REBUILD,rebuild_all
iran uae,Iran. UAE,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,LTWifAkVVDg,position on Iran. UAE lobbied the US to continue waging,20260920T071212Z_REBUILD,rebuild_all
iranian revolutionary guard corp,Iranian Revolutionary Guard Corp,organization,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"During the current war, the Iranian Revolutionary Guard Corp stated, ""Since",20260920T071212Z_REBUILD,rebuild_all
irgc and the,IRGC and the,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,"damaged, set on fire um by the IRGC and the whole thing collapsed. the idea of",20260920T071212Z_REBUILD,rebuild_all
irgc however,IRGC. However,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,"advice of the IRGC. However, um one um uh one tanker um a a",20260920T071212Z_REBUILD,rebuild_all
iron bank s,Iron Bank's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,SkLWbV2A-aI,"You know, I'm looking this from the Iron Bank's point of view.",20260920T071212Z_REBUILD,rebuild_all
israel and the united states,Israel and the United States,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,prepared to cooperate with Israel and the United States in an attack. Saudi,20260920T071212Z_REBUILD,rebuild_all
israel and the united states i,Israel and the United States. I,named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,working ever more closely with Israel and the United States. I think I haven't,20260920T071212Z_REBUILD,rebuild_all
israel okay,Israel. Okay,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,INWRgXjwPXk,was assassinated by Israel. Okay?,20260920T071212Z_REBUILD,rebuild_all
israel um,Israel. Um,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,"the state of Israel. Um so, all of this came out of this",20260920T071212Z_REBUILD,rebuild_all
j d vance,J.D. Vance,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,58byubq4VLQ,"stablecoins and digital tokens with J.D. Vance, what a beautiful way to come down",20260920T071212Z_REBUILD,rebuild_all
jacuzzi,Jacuzzi,product,,1,1,1,0,15,LOW,proper_case,aQYwmh0gCQo,"reading All right, I was sitting in the Jacuzzi reading George Friedman's book",20260920T071212Z_REBUILD,rebuild_all
january february of,January February of,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,"50% of what it was in January February of 2022 area. So it's, you know, I",20260920T071212Z_REBUILD,rebuild_all
jeff bezos,Jeff Bezos,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,1q3O8KbUHfU,Right. They're not going to have Jeff Bezos,20260920T071212Z_REBUILD,rebuild_all
john titus and catherine austin fitts,John Titus and Catherine Austin Fitts,product,,1,1,1,0,15,LOW,proper_case,FXNfNrtGHlo,Solari Report with John Titus and Catherine Austin Fitts. This is money,20260920T071212Z_REBUILD,rebuild_all
july the,July the,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,We made it a year and a half the July the next July it would go into effect.,20260920T071212Z_REBUILD,rebuild_all
july we,July. We,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,it would have gone into effect in July. We made it a year and a half the July,20260920T071212Z_REBUILD,rebuild_all
kal,Kal,named_entity,,1,1,1,0,15,LOW,proper_case,INWRgXjwPXk,Kalshi and Polymarket uh Kal,20260920T071212Z_REBUILD,rebuild_all
kalshi for,Kalshi for,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,INWRgXjwPXk,filed criminal charges against Kalshi for allowing people to place bets on,20260920T071212Z_REBUILD,rebuild_all
karen house,Karen House,product,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,read in the last 12 months is Karen House book on open AI. I don't know if,20260920T071212Z_REBUILD,rebuild_all
katherine austin fitz i,Katherine Austin Fitz. I,product,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,Celeria Report. This is Katherine Austin Fitz. I am in Salt Lake City. I've had,20260920T071212Z_REBUILD,rebuild_all
kevin freeman,Kevin Freeman,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"turns out he used slides from Kevin Freeman, who is Pirate Money. Okay, he's",20260920T071212Z_REBUILD,rebuild_all
lebanon so,Lebanon. So,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,humiliation from the south of Lebanon. So all of this elections are coming up,20260920T071212Z_REBUILD,rebuild_all
london stock exchange a rothschild,London Stock Exchange. A Rothschild,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mD_aE7ZCMoo,the London Stock Exchange. A Rothschild established a principle,20260920T071212Z_REBUILD,rebuild_all
lord alfred milner and the round,Lord Alfred Milner. And the Round,named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,Table. It was run by Lord Alfred Milner. And the Round Table worked behind the,20260920T071212Z_REBUILD,rebuild_all
los angeles one,Los Angeles. One,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v4d389XfJbA,by a dealership in Los Angeles. One officer prevented uh presented,20260920T071212Z_REBUILD,rebuild_all
mandelola,Mandelola,organization,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"They're they're what we would say Mandelola or their group, their people,",20260920T071212Z_REBUILD,rebuild_all
margaret please,Margaret Please,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,>> Margaret Please press some button. I beg you fix,20260920T071212Z_REBUILD,rebuild_all
master switch,Master Switch,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ilzuEH2Enr4,you'd read it. It's called um The Master Switch.,20260920T071212Z_REBUILD,rebuild_all
mastercard so,Mastercard. So,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,partners with Mastercard. So what I did is I wrote an email to the,20260920T071212Z_REBUILD,rebuild_all
matter of,Matter of,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v-BQUZFqnRc,"It doesn't have to be detailed. Matter of fact, it shouldn't be detailed.",20260920T071212Z_REBUILD,rebuild_all
microsoft the pc,Microsoft the PC,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,>> and so they kind of gave Microsoft the PC market,20260920T071212Z_REBUILD,rebuild_all
middle east and,Middle East and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,people particularly in the Middle East and things because they're sort of gray,20260920T071212Z_REBUILD,rebuild_all
minab girl school,Minab Girl School,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"infrastructure, like the Minab Girl School, where over 165, mostly girls,",20260920T071212Z_REBUILD,rebuild_all
minnesota officers,Minnesota. Officers,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v4d389XfJbA,wife in Minnesota. Officers said that they'd been tracking,20260920T071212Z_REBUILD,rebuild_all
minnesota the,Minnesota. The,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"worldwide, headquartered in Minnesota. The next one, Sanford Pentagon",20260920T071212Z_REBUILD,rebuild_all
mish um,Mish. Um,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ZW6Lf7iQV3Q,"year. This is Mish. Um, he's got a graph there. It's a",20260920T071212Z_REBUILD,rebuild_all
montreal really,Montreal. Really,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,">> Oh, it was Montreal. Really?",20260920T071212Z_REBUILD,rebuild_all
mosaic,Mosaic,named_entity,,1,1,1,0,15,LOW,proper_case,2FCT_uA2z5k,if you like by the arrival of um uh the Mosaic,20260920T071212Z_REBUILD,rebuild_all
most of,Most of,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,qy_N0XOlApA,Like we're we only meet 3 months. Most of them are part-time.,20260920T071212Z_REBUILD,rebuild_all
mr global you,Mr. Global. You,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,>> You don't have to fight with Mr. Global. You don't have to fight with Silicon,20260920T071212Z_REBUILD,rebuild_all
multiples of the of the,Multiples of the of the,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tXxuSX7iNeM,than anybody ever imagined. Multiples of the of the figures that were reported.,20260920T071212Z_REBUILD,rebuild_all
nathan mayer rothschild,Nathan Mayer Rothschild,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mD_aE7ZCMoo,back to 1815 when Nathan Mayer Rothschild exploited inside information,20260920T071212Z_REBUILD,rebuild_all
national association of counties,National Association of Counties,organization,,1,1,1,0,15,LOW,proper_case,87SJi_DDbt4,"you had the National Association of Counties get together. Okay, that that",20260920T071212Z_REBUILD,rebuild_all
national association of telecommunications officers and,National Association of Telecommunications Officers and,organization,,1,1,1,0,15,LOW,proper_case,87SJi_DDbt4,and a National Association of Telecommunications Officers and,20260920T071212Z_REBUILD,rebuild_all
nebraska,Nebraska,named_entity,,1,1,1,0,15,LOW,proper_case,RRPA9FVZ2Ds,"Offutt Air Force Base in Omas, Nebraska, and I'm",20260920T071212Z_REBUILD,rebuild_all
new york and san francisco,New York and San Francisco,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,want to fund people in New York and San Francisco? So let's let's aggregate that,20260920T071212Z_REBUILD,rebuild_all
no there s,No. There's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,KKxQfBk1zBY,goldsmith. Did it increase? No. There's no net increase.,20260920T071212Z_REBUILD,rebuild_all
north america and,North America and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,H0v8c7WingM,weeks here going around North America and you know something the the under 55,20260920T071212Z_REBUILD,rebuild_all
nothing and,Nothing. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,C-nY_mj1XtE,plan to get you off of them. Nothing. And it's just round and round we go.,20260920T071212Z_REBUILD,rebuild_all
offutt air force base and i,Offutt Air Force Base. And I,named_entity,,1,1,1,0,15,LOW,proper_case,RRPA9FVZ2Ds,"at Offutt Air Force Base. And I think: OK, so",20260920T071212Z_REBUILD,rebuild_all
okay so so so,Okay. So So So,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,9Td1lcX-Cno,"back door of HUD to do that. Okay. So So So, we've seen remarkable headlines,",20260920T071212Z_REBUILD,rebuild_all
omb,OMB,named_entity,,1,1,1,0,15,LOW,proper_case,OnEOcaUnBg0,Paul O'Neill had had been head of OMB,20260920T071212Z_REBUILD,rebuild_all
omb and,OMB and,government,,1,1,1,0,15,LOW,proper_case,OnEOcaUnBg0,Paul O'Neill had had been head of OMB and sort of come out of government and,20260920T071212Z_REBUILD,rebuild_all
on war and,On War. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,eoeftpuyQXw,"aren't familiar, uh Clausewitz wrote On War. And uh the the German term is",20260920T071212Z_REBUILD,rebuild_all
palanteer s,Palanteer's,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"coordinated lunches between Peter Theel, Palanteer's founder, and former Israeli",20260920T071212Z_REBUILD,rebuild_all
